221934	Hs	T012234-RPS13	2022-11-08 13:24:14	0.050	1000	2000	5	600 2	?	start
221935	Hs	T028812-SCARNA12	2022-11-08 13:24:14	0.050	1000	2000	5	600 2	?	start
221936	Hs	T028813-SCARNA12	2022-11-08 13:24:14	0.050	1000	2000	5	600 2	?	start
221937	Hs	T093143-SNHG12	2022-11-08 13:24:14	0.050	1000	2000	5	600 2	?	start
221938	Hs	T063682-LINC00338	2022-11-08 13:24:15	0.050	1000	2000	5	600 2	?	start
221939	Hs	T168212-SNHG5	2022-11-08 13:24:15	0.050	1000	2000	5	600 2	?	start
221940	Hs	T186052-SNHG6	2022-11-08 13:24:15	0.050	1000	2000	5	600 2	?	start
221941	Hs	T191363-SNHG7	2022-11-08 13:24:15	0.050	1000	2000	5	600 2	?	start
221942	Hs	T139228-SNHG8	2022-11-08 13:24:15	0.050	1000	2000	5	600 2	?	start
221943	Hs	T139229-SNHG8	2022-11-08 13:24:16	0.050	1000	2000	5	600 2	?	start
221944	Hs	T038508-TMX1	2022-11-08 13:24:16	0.050	1000	2000	5	600 2	?	start
221945	Hs	T101856-ZNFX1-AS1	2022-11-08 13:24:16	0.050	1000	2000	5	600 2	?	start
